cluster_id,claim,coverage,support,wisdom_score,x,y
122,Don't go between the tree and the bark.,5,5,6.5,5.7874384,6.465624
242,"Sow thin, shear thin.",5,5,6.5,4.3576207,4.345873
274,Everything happens for a reason.,5,5,6.5,5.071275,4.5015097
330,He that would eat the kernel must crack the nut.,5,5,6.5,1.2854056,2.7704508
369,"Where there is a will, there is a way.",5,5,6.5,0.5747858,3.7042217
395,You can't have your cake and eat it (too).,5,5,6.5,5.0323696,5.434058
438,All that is fair must fade.,5,5,6.5,1.5006418,3.2993364
488,Give credit where credit is due.,5,5,6.5,0.67211074,3.9980738
528,"Children generally follow the example of their parents, but imitate their faults more surely than their virtues.",5,5,6.5,2.6376991,4.2023444
565,What everybody says must be true.,5,5,6.5,-0.24908778,4.090068
567,Empty vessels make the greatest sound.,5,5,6.5,4.0401244,1.3809096
569,You can't milk a bull.,5,5,6.5,5.396136,5.7632084
574,The grass is always greener on the far side of the hill.,5,5,6.5,-8.051663,5.5643864
613,Learn to walk before you can run.,5,5,6.5,4.5939636,5.312088
615,"Meaning: ""In taking advantage of chaotic conditions one can easily serve one's own purposes.",5,5,6.5,-7.2714133,12.903178
620,"Life is short, and art long.",5,5,6.5,3.4232447,6.167454
637,Translation: Forbidden fruit tastes best.,5,5,6.5,0.34198707,-4.8975697
691,English equivalentː Every fool is pleased with his own folly.,5,5,6.5,-7.3590884,-1.8849483
741,"Meaning: ""Minor successes or failures along the way are of no significance – the person who is ultimately triumphant is the only real winner.",5,5,6.5,-7.2069006,12.821519
773,Bitter pills may have blessed effects.,5,5,6.5,3.9174657,5.5237427
788,"Poets are born, but orators are trained.",5,5,6.5,0.88064057,5.7950225
793,Fretting cares make grey hairs.,5,5,6.5,4.125054,1.088419
813,"Beware of the false prophets, who come to you in sheep's clothing, and inwardly are ravening wolves.",5,5,6.5,3.9398844,4.9636226
827,"Walk the walk, then talk the talk.",5,5,6.5,3.3504496,2.7705684
863,"If wishes were horses, then beggars would ride..",5,5,6.5,0.95116484,2.4290552
915,Even a blind pig may occasionally pick up an acorn.,5,5,6.5,2.5280156,7.696827
916,"If a job is worth doing, then it is worth doing well..",5,5,6.5,1.546737,6.931368
934,Forewarned is forearmed.,5,5,6.5,0.2773103,5.218087
944,Hesitation or procastination may lead to trouble or disaster.,5,5,6.5,0.3278213,6.999235
958,"As one nail by strength drives out another, So the remembrance of my former love Is by a newer object quite forgotten.",5,5,6.5,0.8144487,4.9306593
1033,All good things come in threes.,5,5,6.5,0.89010733,0.99611276
1105,Might is always right.,5,5,6.5,-8.110395,5.6218023
1118,Of two evils choose the least.,5,5,6.5,3.7617009,2.7813387
1165,Everything has an underlying reason.,5,5,6.5,5.0840864,4.465251
1189,Desperate diseases must have desperate remedies.,5,5,6.5,3.8853,5.4837227
1196,Rome was not built in a day.,5,5,6.5,2.011173,5.929934
1219,"Take advantage of an opportunity when it presents itself, even if you do not want or need it at the time, because it may no longer be available when you do.",5,5,6.5,4.839577,5.1488476
1231,"If fortune favours, then beware of being exalted; if fortune thunders, beware of being overwhelmed..",5,5,6.5,0.43870175,5.125558
1300,"Avoid think that one enemy is insignificant, or that a thousand friends are too many..",5,5,6.5,4.3867183,10.700913
1431,Every little helps.,5,5,6.5,-2.5902646,2.722397
1453,It is a poor mouse that has only one hole.,5,5,6.5,1.5120602,3.3145905
1484,It is impossible to do something that everybody will approve of.,5,5,6.5,4.73278,4.418004
1519,A tale never loses in the telling.,5,5,6.5,0.11725726,3.3560855
1540,Give neither salt nor counsel till you are asked for it.,5,5,6.5,4.233262,5.330055
1628,The remedy is often worse than the disease.,5,5,6.5,3.1857178,2.0112805
1755,There is no accounting for taste.,5,5,6.5,0.6339353,3.7141516
1862,There is nothing hidden that will not become public.,5,5,6.5,4.517141,3.9637806
1868,Don't throw out the child with the bath water.,5,5,6.5,6.404546,5.515076
1914,Wisdom goes not always by years.,5,5,6.5,-8.017547,5.580544
2008,One should always act only after due consideration. A hasty action may involve an improper consideration of important aspects.,5,5,6.5,0.94513154,2.572409
2038,What shall it profit a man if he gains the whole world-and loses his health?,5,5,6.5,1.8682278,4.282681
2045,Beware of Greeks bearing gifts.,5,5,6.5,0.6836902,6.4965186
2073,"Porter, William Henry (1845). Proverbs: Arranged in Alphabetical Order ... . Munroe and Company. pp. 125.",5,5,6.5,6.9452214,0.24881408
2170,It is good fishing in troubled waters.,5,5,6.5,0.86498344,0.7689062
2236,"Whatever you do, act wisely, and consider the end.",5,5,6.5,4.3733945,5.329716
2374,Without due effort one is not entitled to the fruits of the work.,5,5,6.5,6.5669103,4.761882
2422,Love is blind.,5,5,6.5,0.9534085,7.18768
2447,When one door closes another opens.,5,5,6.5,1.9673057,1.7217529
2461,"Translation: Such mother, such daughter.",5,5,6.5,-0.5787949,-4.668075
2496,Everything in its season.,5,5,6.5,5.0942526,4.4548798
2521,The wolf finds a reason for taking the lamb.,5,5,6.5,0.81796926,4.700171
2546,He that lives on hope will die fasting.,5,5,6.5,5.274775,2.8742368
2582,It is necessary to learn the basics before progressing to more advanced things.,5,5,6.5,3.813058,4.6599607
2707,Avoid one gets rich quickly if he is honest..,5,5,6.5,8.502945,7.053625
2799,Meaning: Newcomers are the most ambitious.,5,5,6.5,-7.215869,12.965383
2851,It is important to do things in the right or natural order.,5,5,6.5,3.9184186,4.2402663
2886,Paper is forbearing.,5,5,6.5,1.2769026,6.576068
3100,The wheel of fortune is forever in motion.,5,5,6.5,0.21953289,5.044492
3128,Curiosity killed the cat.,5,5,6.5,3.050804,3.3570983
3133,He who does not advance goes backwards.,5,5,6.5,0.7833169,-0.66623986
3199,You might as well try to hold an eel by the tail.,5,5,6.5,4.5537333,5.1655993
3276,He had need rise early who would please everybody.,5,5,6.5,0.46848705,3.162915
3283,Present afflictions may tend to our future good.,5,5,6.5,0.97379726,1.0580446
3293,He that makes himself an ass must not take it ill if men ride him.,5,5,6.5,3.8928192,1.4065938
3553,"Thomas Carlyle , Essays , "" Novalis "" (1829).",5,5,6.5,0.079506025,8.783256
3655,A fool may give a wise man counsel.,5,5,6.5,3.1624458,7.3049192
3711,Drumming is not the way to catch a hare.,5,5,6.5,2.6394198,5.2013607
3733,You cannot get blood from a stone.,5,5,6.5,2.3892162,-0.1214137
3753,He who is not with me is against me.,5,5,6.5,6.514967,4.828897
3830,Where god has a church the devil will have his chapel.,5,5,6.5,4.4372377,2.3102648
3876,He says the moon is made of cheese.,5,5,6.5,3.3522878,3.5071828
3947,Second thoughts are best.,5,5,6.5,2.555787,5.9502506
3969,People who eavesdrop on the conversations of others risk hearing unfavorable comments about themselves; used as a warning or reprimand.,5,5,6.5,2.262339,4.3236213
4137,Meaning: It is not he who advertises for himself the most that can achieve the greatest results.,5,5,6.5,-7.1495113,12.865765
4568,The proof of the pudding is in the eating.,5,5,6.5,3.7942958,3.2775788
4621,"Truth gives a short answer, lies go round about.",5,5,6.5,0.7229454,7.2870646
5021,Discretion is the better part of valor.,5,5,6.5,-0.64108086,-0.33337805
5427,"Actions may be, and indeed sometimes are deceptive in a measure though not as much so as words; and accordingly are received in general as more full and satisfactory proofs of the real disposition and character of persons than verbal expressions.",5,5,6.5,3.1838317,4.763723
5796,Time is precious.,5,5,6.5,0.19028708,6.6739273
6079,One must step back to take a good leap.,5,5,6.5,0.90462005,0.7326688
6738,Who has not served cannot command.,5,5,6.5,1.7490572,5.0600033
6746,"Hide nothing from thy minister, physician and lawyer.",5,5,6.5,2.4140658,0.15981105
6789,It takes two to tango.,5,5,6.5,4.2053127,1.1447977
6820,It is wiser to withdraw from a situation that you cannot win than to go on fighting and lose – by a strategic retreat you can return to the battle or argument with renewed energy at a later date.,5,5,6.5,4.372118,4.7848964
6885,Who falls short in the head must be long in the heels.,5,5,6.5,1.9090338,4.1807146
7058,"Avoid good Book , or good thing of any sort, shows its best face at first..",5,5,6.5,8.612701,6.907666
7516,"United we stand, divided we fall; Union is strength.",5,5,6.5,1.2772012,6.775068
7543,Eavesdroppers hear no good of themselves.,5,5,6.5,0.86486286,1.0832305
10173,"Least said, soonest mended.",5,5,6.5,-2.4090824,7.580828
1550,"Thomas Fuller, Introductio ad prudentiam: Part II (1727).",4,7,6.1,0.48887652,7.3996696
331,"Neil Strauss, Rules of the Game (2007).",4,6,5.8,3.0632434,3.89206
663,Don't put the cart before the horse.,4,6,5.8,5.8341436,6.487489
206,A stick is easily found to beat a dog.,4,5,5.5,2.000128,6.735931
355,Choose the lesser of two evils.,4,5,5.5,3.745779,2.8348587
967,"Joy shared, joy doubled: sorrow shared, sorrow halved.",4,5,5.5,0.47996518,7.6846886
1143,"Like master, like man.",4,5,5.5,7.601015,2.6800463
1780,An apple a day keeps the doctor away.,4,5,5.5,3.083355,3.274385
2545,It is better to be alone than to be in bad company.,4,5,5.5,-0.7516975,-0.44531253
2791,"He that leaves certainty and sticks to chance, When fools pipe, he may dance.",4,5,5.5,1.6921139,3.2240613
127,Note : Similiar to sling of number 1041.,1,15,5.5,2.117471,6.4375105
82,It is not the hen that cackles the most that lay the most eggs.,4,4,5.2,1.819954,3.1471984
213,Good swimmers are often drowned.,4,4,5.2,0.94576854,1.041726
234,Keep your mouth shut and your ears open.,4,4,5.2,4.9991174,5.800625
250,The best goods are cheapest in the end.,4,4,5.2,1.2061487,1.1955411
299,"Alexander Pope , ""An Essay on Criticism.",4,4,5.2,1.1422644,7.8305936
365,True love never rusts.,4,4,5.2,0.040144637,3.3826785
456,"Meaning: ""There are a Set of People in the World of fo unfettled and reftleis a Temper, and such Admirers of Novelty, that they can never be long pleafed with one way of’ living, no more than to continue long in one Habitation; but before they are well enter’d upon one Buﬁnefs, dip into another, and before they are well fettled in one Habitation, remove to another; fo that they are always bufily beginning to live, but by reafon of Ficklenefs and Impatience, never arrive at a way of living: fuch Perfons fall under the Doom of this Proverb, which is delign’d to fix the Volatility of their Tempers, by laying before them the ill Confequences of fuch Ficklenefs and Inconltancy.",4,4,5.2,2.6577418,4.3113093
458,You can lead a horse to water but you can't make it drink.,4,4,5.2,5.3718524,5.722632
500,"Different countries, different customs.",4,4,5.2,-0.07023621,7.4748397
510,Translation: The dog that barks doesn't bite.,4,4,5.2,-1.0207113,-4.2304068
597,In at one ear and out at the other.,4,4,5.2,2.1141806,1.6663477
640,Morning is wiser than the evening.,4,4,5.2,3.079077,1.9884362
648,Common fame is seldom to blame.,4,4,5.2,-0.7667254,5.8040724
719,in vino veritas.,4,4,5.2,0.27626583,7.682494
727,A joke's a very serious thing.,4,4,5.2,4.9045477,4.4158444
819,They who would be young when they are old must be old when they are young.,4,4,5.2,1.8818275,2.7259932
842,"Avoid pain, no gain..",4,4,5.2,8.541055,7.0246224
848,Fear the man of one book.,4,4,5.2,2.1430209,4.761669
872,What a person tries to keep back through meanness is just as likely to be wasted anyway.,4,4,5.2,2.3116825,6.437351
885,There is nothing new under the sun.,4,4,5.2,0.9577354,3.6448824
922,"Set a beggar on horseback, and he'll ride to the Devil.",4,4,5.2,4.361735,2.3078384
948,Reason does not come before years.,4,4,5.2,0.6434346,-0.52077615
1012,Seeing is believing.,4,4,5.2,1.7571145,7.004034
1039,"Everybody to whom much is given, much is expected.",4,4,5.2,-0.15461512,4.11228
1040,"Those who arrive or apply earliest are most likely to get what they want from a limited supply of things, such as tickets, discounted goods or refreshments.",4,4,5.2,2.0121257,4.290012
1106,Necessity is the mother of invention.,4,4,5.2,2.2823155,1.753344
1110,Gnaw the bone which is fallen to thy lot.,4,4,5.2,3.2916896,3.7239063
1140,Losers are always in the wrong.,4,4,5.2,-8.0808,5.593722
1145,"Avoid ask the old, ask an experienced..",4,4,5.2,8.392676,6.925976
1149,The sweetest flesh is near the bones.,4,4,5.2,3.4187918,3.0477648
1163,Give a dog a bad name and hang him.,4,4,5.2,3.1767735,5.6378326
1179,Don't burn the candles at both ends.,4,4,5.2,5.8165607,6.553338
1185,"If life gives you lemons, then make lemonade..",4,4,5.2,4.2265453,1.4444673
1203,Happy is the child whose father went to the devil.,4,4,5.2,4.0065165,2.4549065
1226,The absent are always in the wrong.,4,4,5.2,-8.086202,5.5940394
1249,Avoid smoke without fire..,4,4,5.2,8.414518,6.80384
1275,Don't celebrate until you are 100 % sure there is a reason to do so.,4,4,5.2,5.5514574,6.0966306
1299,When all men say you are an ass it is time to bray.,4,4,5.2,2.2489018,2.76027
1325,"Lord Byron , Don Juan (1818-24), Canto I, Stanza 124.",4,4,5.2,-1.1116846,8.860098
1380,Being honest or telling the truth is always the wisest course of action.,4,4,5.2,-8.05806,5.5757303
1392,Drastic action is called for – and justified – when you find yourself in a particularly difficult situation.,4,4,5.2,4.792749,5.5699577
1452,Even a fool when he holdeth his peace is counted wise.,4,4,5.2,2.2204187,2.8179898
1467,"One belonging to a group having common interests is not likely to act against or find fault with another member of the same group. Solidarity may prevail over law, justice or truth.",4,4,5.2,3.1555831,4.330137
1475,Name not a rope in his house who hanged himself.,4,4,5.2,2.0604815,4.919344
1479,"And so with respect to gifts and donations in general, whether their value be more or less, they should be accounted tokens of kindness and received with promptness and cordiality.",4,4,5.2,6.309756,4.840026
1501,Slow and steady wins the race.,4,4,5.2,3.3916779,5.0588617
1560,Short prayers reach heaven.,4,4,5.2,0.98909795,8.2004795
1569,A man's worst enemies are often those of his own house.,4,4,5.2,2.187971,5.119715
1609,English equivalentː To carry coals to Newcastle.,4,4,5.2,-7.3528643,-1.8836126
1617,Appearances deceive.,4,4,5.2,-0.12083349,7.50504
1625,"If the sky falls, then we shall catch larks..",4,4,5.2,3.2230856,2.9621315
1664,A good product does not need advertising.,4,4,5.2,0.83543897,-0.21759968
1778,Little pitchers have big ears.,4,4,5.2,-2.5938187,2.757101
1803,"Charles Churchill , The Ghost (1763), book iv, line 1386.",4,4,5.2,2.8731518,3.7570705
1895,Hasty judgment leads to repentance.,4,4,5.2,1.8688207,6.942764
1912,A burnt child dreads the fire.,4,4,5.2,2.6776667,3.6936176
2016,Northern Catalan proverbs.,4,4,5.2,7.496556,-0.31490535
2072,All are not thieves that dogs bark at.,4,4,5.2,1.5894458,3.066633
2088,Diligent youth makes easy age.,4,4,5.2,4.192032,1.1173056
2098,The best way to deal with an opponent is to fight back with similar weapons or tactics.,4,4,5.2,6.5161195,4.8865967
2159,Shame take him that shame thinketh.,4,4,5.2,1.5639571,3.270399
2193,"People should be valued for their good deeds, not their good looks, also occasionally used of things, or as a warning not to be misled by an attractive appearance.",4,4,5.2,1.0521958,1.1271464
2235,He that steals an egg will steal an ox.,4,4,5.2,5.265343,2.9127264
