people,saying,original,english_equivalent,source_title,source_url
Romanian,A good anvil does not fear the hammer.,Nicovala n-are frică de ciocan.,A good anvil does not fear the hammer.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,English equivalent: A good anvil does not fear the hammer.,,English equivalent: A good anvil does not fear the hammer.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,We are stuck with technology when what we really want is just stuff that works.".,,We are stuck with technology when what we really want is just stuff that works.".,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,"No one knows where the shoe pinches, but he who wears it.","Nimeni nu știe mai bine unde strânge cizma, decât cel ce o poartǎ.","No one knows where the shoe pinches, but he who wears it.",Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,"English equivalent: No one knows where the shoe pinches, but he who wears it.",,"English equivalent: No one knows where the shoe pinches, but he who wears it.",Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Meaning: "Nobody can fully understand another person's hardship or suffering.".,,Meaning: "Nobody can fully understand another person's hardship or suffering.".,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Don't add fuel to the fire.,Nu ațâța foc peste foc.,Don't add fuel to the fire.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,English equivalent: Don't add fuel to the fire.,,English equivalent: Don't add fuel to the fire.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,One should not make a bad situation even worse by an improper remark.".,,One should not make a bad situation even worse by an improper remark.".,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,It is not the beard that makes the philosopher.,"Nu barba îl face pe filozof, filozof.",It is not the beard that makes the philosopher.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,English equivalent: It is not the beard that makes the philosopher.,,English equivalent: It is not the beard that makes the philosopher.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,"We salute the man, not the rank."".",,"We salute the man, not the rank."".",Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Band of Brothers.,,Band of Brothers.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Preachers say do as I say and not as I do.,"Nu facetĭ ce fac eu, ci cea ce vĕ spun eu.",Preachers say do as I say and not as I do.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,English equivalent: Preachers say do as I say and not as I do.,,English equivalent: Preachers say do as I say and not as I do.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,"It bears no reason that the world should show greater love to me, than I have showed it."".",,"It bears no reason that the world should show greater love to me, than I have showed it."".",Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,"John Locke, Second Tract of Government (1662).",,"John Locke, Second Tract of Government (1662).",Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,A bird in the hand is worth two in the bush.,Nu da vrabia din mână pe cioara de pe gard.,A bird in the hand is worth two in the bush.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,English equivalent: A bird in the hand is worth two in the bush.,,English equivalent: A bird in the hand is worth two in the bush.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,There is no smoke without.,Nu iese fum fără foc.,There is no smoke without,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,English equivalent: There is no smoke without.,,English equivalent: There is no smoke without.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,There is no effect without some cause.,,There is no effect without some cause.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Bulzan.,,Bulzan.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Don't leave for tomorrow what you can do today.,Nu lăsa pe mâine ce poți face azi.,Don't leave for tomorrow what you can do today.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,English equivalent: Don't leave for tomorrow what you can do today.,,English equivalent: Don't leave for tomorrow what you can do today.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Salzer (2007).,,Salzer (2007).,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Don't measure others by your own yardstick.,Nu măsura pe alții cu palma ta.,Don't measure others by your own yardstick.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Translation: "Don't measure others with your own hand.".,,Translation: "Don't measure others with your own hand.".,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,English equivalent: Don't measure others by your own yardstick.,,English equivalent: Don't measure others by your own yardstick.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,"If one does not understand a person, one tends to regard him as a fool."".",,"If one does not understand a person, one tends to regard him as a fool."".",Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Attributed to Carl Jung.,,Attributed to Carl Jung.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Do not throw pearls before swine.,Nu se aruncă mărgăritarul porcilor.,Do not throw pearls before swine.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,English equivalent: Do not throw pearls before swine.,,English equivalent: Do not throw pearls before swine.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,"Also, Nobody can serve two masters.",Nu se poate sluji doi paroni.,"Also, Nobody can serve two masters.",Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Translation: Nobody can serve two masters.,,Translation: Nobody can serve two masters.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,"English equivalent: Also, Nobody can serve two masters.",,"English equivalent: Also, Nobody can serve two masters.",Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Meaning: One cannot serve two conflicting causes simultaneously. If this is attempted neither will be served properly.,,Meaning: One cannot serve two conflicting causes simultaneously. If this is attempted neither will be served properly.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Source for meaning and proverbs:.,,Source for meaning and proverbs:.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Give neither salt nor counsel till you are asked for it.,Nu te amesteca nepoftit în vorba altora.,Give neither salt nor counsel till you are asked for it.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,English equivalent: Give neither salt nor counsel till you are asked for it.,,English equivalent: Give neither salt nor counsel till you are asked for it.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,They say never give advice because a wise man doesn't need it and a fool won't heed it.".,,They say never give advice because a wise man doesn't need it and a fool won't heed it.".,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,"Nu vedzi grinda di ti ocl'iul a tau, ma vedzi sil'ea altui..",,"Nu vedzi grinda di ti ocl'iul a tau, ma vedzi sil'ea altui..",Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Idiomatic translation: You see the splinter in another's eye but fail to see the beam in your own.,,Idiomatic translation: You see the splinter in another's eye but fail to see the beam in your own.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Don't sell the skin till you have caught the bear.,Nu vinde pielea ursului din pădure.,Don't sell the skin till you have caught the bear.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,English equivalent: Don't sell the skin till you have caught the bear.,,English equivalent: Don't sell the skin till you have caught the bear.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Macrea (1958).,,Macrea (1958).,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,"Out of sight, out of mind.",Ochii care nu se văd se uită.,"Out of sight, out of mind.",Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,"English equivalent: Out of sight, out of mind.",,"English equivalent: Out of sight, out of mind.",Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Viata romineasca; revista literara si stiintifica.,,Viata romineasca; revista literara si stiintifica.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Absence makes the heart grow fonder.,Ochii care se văd rar se iubesc.,Absence makes the heart grow fonder.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,English equivalent: Absence makes the heart grow fonder.,,English equivalent: Absence makes the heart grow fonder.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,The eyes are sometimes a true index of the heart.,Ochii sunt oglinda inimii.,The eyes are sometimes a true index of the heart.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,English equivalent: The eyes are sometimes a true index of the heart.,,English equivalent: The eyes are sometimes a true index of the heart.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,"If the blind lead the blind, both shall fall into the ditch.",Orbul pe orb povățuind cad amândoi în groapă.,"If the blind lead the blind, both shall fall into the ditch.",Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,"English equivalent: If the blind lead the blind, both shall fall into the ditch.",,"English equivalent: If the blind lead the blind, both shall fall into the ditch.",Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Walk the talk.,"Ori te poartă cum ți-e vorba, ori vorbește cum ți-e portul.",Walk the talk.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,English equivalent: Walk the talk.,,English equivalent: Walk the talk.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,People who give me advice... I reckon they're talking to themselves.".,,People who give me advice... I reckon they're talking to themselves.".,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,"Nic Pizzolatto, said by Detective Cohle in the television show.",,"Nic Pizzolatto, said by Detective Cohle in the television show.",Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,"Păun, Mărdărescu (1969).",,"Păun, Mărdărescu (1969).",Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,"The bird is known by his note, the man by his words.",Pasărea după ce se cunoaște? După cântec. Mujicul după ce se cunoaște? După vorbă.,"The bird is known by his note, the man by his words.",Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,"English equivalent: The bird is known by his note, the man by his words.",,"English equivalent: The bird is known by his note, the man by his words.",Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,Advice most needed are the least heeded.,Pe o ureche intră și pe alta iese.,Advice most needed are the least heeded.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,In at one ear and out at the other.,,In at one ear and out at the other.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,English equivalent: Advice most needed are the least heeded.,,English equivalent: Advice most needed are the least heeded.,Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
Romanian,"Sow thin, shear thin.","Puțin dai, puțin primești.","Sow thin, shear thin.",Romanian proverbs,https://en.wikiquote.org/wiki/Romanian_proverbs
